word_x	word_y	sent_id_x	sent_id_y	mention_id_x	mention_id_y	word_id_x	word_id_y	class	doc_id	is_similar	num_word_x	num_word_y	num_char_x	num_char_y	num_upper_x	num_upper_y	num_lower_x	num_lower_y	has_punctuation_x	has_punctuation_y	has_numbers_x	has_numbers_y	jaccard_ngram	jaccard_upper	jaccard_lower	fuzz_ratio	fuzz_partial_ratio	fuzz_token_sort_ratio	fuzz_token_set_ratio	td_levenshtein_sim	td_hamming_sim	td_jaccard_sim	isStrMatch	isMatchNoCasePunc	isAbbrev	isMatchPartial	isSameSentence	sentenceDistance	wordDistance	mentionDistance
Kementerian BUMN	Badan Pengatur Jalan Tol	1	1	0	1	12	17	ORG	24mei-1	0	2	4	16	24	5	4	10	17	0	0	0	0	0.0256410256410256	0.125	0.2272727272727272	35	44	35	35	0.25	0.0416666666666666	0.25	0	1	0	0	1	0	5	1
Kementerian BUMN	BPJT	1	1	0	2	12	22	ORG	24mei-1	0	2	1	16	4	5	4	10	0	0	0	0	0	0.0	0.125	0.0	10	25	20	20	0.0625	0.0	0.0526315789473683	0	1	0	0	1	0	10	2
Kementerian BUMN	Kementerian Pekerjaan Umum dan Perumahan Rakyat	1	1	0	3	12	25	ORG	24mei-1	0	2	6	16	47	5	5	10	37	0	0	0	0	0.1886792452830188	0.25	0.175	41	75	41	81	0.276595744680851	0.2553191489361702	0.26	0	1	0	0	1	0	13	3
Kementerian BUMN	PT Jasa Marga ( Persero ) Tbk	1	2	0	4	12	57	ORG	24mei-1	0	2	7	16	29	5	6	10	15	0	1	0	0	0.0	0.1	0.1363636363636363	18	25	24	24	0.1034482758620689	0.0344827586206896	0.1538461538461538	0	0	0	0	0	1	45	4
Kementerian BUMN	PT Citra Marga Nusaphala Persada Tbk	1	2	0	5	12	83	ORG	24mei-1	0	2	6	16	36	5	7	10	24	0	0	0	0	0.0	0.2	0.1724137931034483	23	38	23	23	0.1111111111111111	0.0555555555555555	0.1818181818181818	0	1	0	0	0	1	71	5
Kementerian BUMN	BUMN	1	3	0	6	12	125	ORG	24mei-1	1	2	1	16	4	5	4	10	0	0	0	0	0	0.25	0.8	0.0	40	100	40	100	0.25	0.0	0.25	0	1	0	1	0	2	113	6
Kementerian BUMN	Jasa Marga	1	6	0	7	12	184	ORG	24mei-1	0	2	2	16	10	5	2	10	7	0	0	0	0	0.0	0.1666666666666666	0.1333333333333333	23	30	31	31	0.125	0.125	0.1818181818181818	0	1	0	0	0	5	172	7
Kementerian BUMN	BUMN	1	6	0	8	12	187	ORG	24mei-1	1	2	1	16	4	5	4	10	0	0	0	0	0	0.25	0.8	0.0	40	100	40	100	0.25	0.0	0.25	0	1	0	1	0	5	175	8
Kementerian BUMN	Badan Pengatur Jalan Tol	1	8	0	9	12	253	ORG	24mei-1	0	2	4	16	24	5	4	10	17	0	0	0	0	0.0256410256410256	0.125	0.2272727272727272	35	44	35	35	0.25	0.0416666666666666	0.25	0	1	0	0	0	7	241	9
Kementerian BUMN	Kementerian PUPR	1	8	0	10	12	258	ORG	24mei-1	0	2	2	16	16	5	5	10	10	0	0	0	0	0.4545454545454545	0.25	0.5384615384615384	81	81	69	81	0.8125	0.8125	0.6842105263157895	0	1	0	0	0	7	246	10
